keyword,canonical_keyword,volume,kd,cpc,topical_silo,primary_entity,entity_type,intent,intent_detail,cluster_label,recommended_page_type,target_live_url,target_local_url,resolved_local_url,page_title,page_id,page_layer,edit_mode,action_taken,coverage_status,coverage_signal,page_word_count,exact_present,canonical_present,entity_present,intent_signal_present,status_code,edit_url,support_key,managed_key,evidence_snippet
are mcdonald's hotcakes vegan,are mcdonalds pancakes vegan,10,0,0,Breakfast,Hotcakes,product_variant,nutrition,nutrition_allergens,Hotcakes - nutrition allergens,item,https://mcdomenuusa.com/menu/breakfast-menu/hotcakes/,http://localhost/wordpress/menu/breakfast-menu/hotcakes/,http://localhost/wordpress/menu/breakfast-menu/hotcakes/,Hotcakes Price USA,392,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9452,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=392&action=edit,,breakfast::hotcakes,"Hotcakes Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
calories in a small mcdonalds fry,mcdonalds pancake calories,10,0,0,Brand Core,McDonald's Menu,menu_hub,nutrition,nutrition_macros,McDonald's Menu - nutrition macros,hub,https://mcdomenuusa.com/menu/,http://localhost/wordpress/menu/,http://localhost/wordpress/menu/,McDonald's Full Menu USA,283,Menu hub page,Page editor + theme-rendered semantic layer,Retained or optimized on the main menu hub,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,12739,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=283&action=edit,,menu,"McDonald’s Full Menu USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@id"":""http://localhost/wordpr"
donald's breakfast,mcdonald's breakfast menu,10,11,0.21,Breakfast,Breakfast Menu,menu_guide,overview,overview_menu,Breakfast Menu - overview menu,guide,https://mcdomenuusa.com/breakfast-menu/,http://localhost/wordpress/breakfast-menu/,http://localhost/wordpress/breakfast-menu/,McDonald's Breakfast Menu Prices USA,192,Support / guide page,Normal WordPress page editor,Seeded or retained on admin-editable guide/support page,Exact keyword present,Exact keyword string found on the mapped rendered page,12822,Yes,Yes,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=192&action=edit,breakfast-menu,,"McDonald’s Breakfast Menu Prices USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organizatio"
how much does 20 chicken nuggets cost at mcdonald's,mcdonald's chicken nuggets price,10,36,0.5,Value & Deals,Chicken McNuggets,product_family,commercial,price_value,Chicken McNuggets - price value,family_section,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,http://localhost/wordpress/mcdonalds-deals-mcvalue-guide/,http://localhost/wordpress/menu/extra-value-meals/10-pc-chicken-mcnuggets-meal-med/,10 pc Chicken McNuggets Meal Price USA,1292,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9597,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=1292&action=edit,,meals::10-pc-chicken-mcnuggets-meal-med,"10 pc Chicken McNuggets Meal Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization"
chicken nugget cost,how much is a 20 piece chicken nugget at mcdonald's,10,2,0,McNuggets & Strips,Chicken McNuggets,product_family,commercial,price_value,Chicken McNuggets - price value,family_section,https://mcdomenuusa.com/nuggets-and-strips/,http://localhost/wordpress/nuggets-and-strips/,http://localhost/wordpress/menu/extra-value-meals/10-pc-chicken-mcnuggets-meal-med/,10 pc Chicken McNuggets Meal Price USA,1292,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9597,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=1292&action=edit,,meals::10-pc-chicken-mcnuggets-meal-med,"10 pc Chicken McNuggets Meal Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization"
how much are the frappes at mcdonald's,mcdonald's menu with prices 2025,10,3,0.75,Brand Core,McDonald's Menu,menu_hub,commercial,price_value,McDonald's Menu - price value,hub,https://mcdomenuusa.com/menu/,http://localhost/wordpress/menu/,http://localhost/wordpress/menu/,McDonald's Full Menu USA,283,Menu hub page,Page editor + theme-rendered semantic layer,Retained or optimized on the main menu hub,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,12739,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=283&action=edit,,menu,"McDonald’s Full Menu USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@id"":""http://localhost/wordpr"
small mcdonald's frappe,mcdonalds frappe,10,3,0,McCafe Coffees,Frappe,product_family,overview,overview_general,Frappe - overview general,family_section,https://mcdomenuusa.com/mccafe-menu/,http://localhost/wordpress/mccafe-menu/,http://localhost/wordpress/menu/mccafe-coffees/mccafe-mocha-frappe-small/,McCafe Mocha Frappe Small Price USA,582,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9507,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=582&action=edit,,mccafe::mccafe-mocha-frappe-small,"McCafe Mocha Frappe Small Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organizatio"
strawberry milkshake mcdonald's price,mcdonald's ice cream price,10,6,0.32,Sweets & Treats,Sweets & Treats,menu_guide,commercial,price_value,Sweets & Treats - price value,guide,https://mcdomenuusa.com/sweets-treats/,http://localhost/wordpress/sweets-treats/,http://localhost/wordpress/menu/sweets-treats/,Sweets & Treats Prices USA,459,Menu category template,Page editor + theme-rendered semantic layer,Added via category semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9476,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=459&action=edit,,sweets,"Sweets & Treats Prices USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],"""
price menu for mcdonald's,mcdonald's menu with prices 2025,10,65,2.58,Brand Core,McDonald's Menu,menu_hub,commercial,price_value,McDonald's Menu - price value,hub,https://mcdomenuusa.com/menu/,http://localhost/wordpress/menu/,http://localhost/wordpress/menu/,McDonald's Full Menu USA,283,Menu hub page,Page editor + theme-rendered semantic layer,Retained or optimized on the main menu hub,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,12739,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=283&action=edit,,menu,"McDonald’s Full Menu USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@id"":""http://localhost/wordpr"
mcdonald's chicken nugget meal price,how much is a 20 piece chicken nugget at mcdonald's,10,37,0.52,McNuggets & Strips,Chicken McNuggets,product_family,commercial,price_value,Chicken McNuggets - price value,family_section,https://mcdomenuusa.com/nuggets-and-strips/,http://localhost/wordpress/nuggets-and-strips/,http://localhost/wordpress/menu/extra-value-meals/10-pc-chicken-mcnuggets-meal-med/,10 pc Chicken McNuggets Meal Price USA,1292,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9597,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=1292&action=edit,,meals::10-pc-chicken-mcnuggets-meal-med,"10 pc Chicken McNuggets Meal Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization"
does apple pie have milk,apple pie mcdonald's,10,14,0,Sweets & Treats,Baked Apple Pie,product_variant,overview,overview_general,Baked Apple Pie - overview general,item,https://mcdomenuusa.com/menu/sweets-treats/baked-apple-pie/,http://localhost/wordpress/menu/sweets-treats/baked-apple-pie/,http://localhost/wordpress/menu/sweets-treats/baked-apple-pie/,Baked Apple Pie Price USA,482,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9447,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=482&action=edit,,sweets::baked-apple-pie,"Baked Apple Pie Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
how much is 10 piece mcnuggets,how much is a 10 piece mcnugget,10,15,0.66,McNuggets & Strips,10 pc Chicken McNuggets,product_variant,commercial,price_value,10 pc Chicken McNuggets - price value,item,https://mcdomenuusa.com/menu/mcnuggets-strips/10-pc-chicken-mcnuggets/,http://localhost/wordpress/menu/mcnuggets-strips/10-pc-chicken-mcnuggets/,http://localhost/wordpress/menu/mcnuggets-strips/10-pc-chicken-mcnuggets/,10 pc Chicken McNuggets Price USA,436,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9548,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=436&action=edit,,nuggets::10-pc-chicken-mcnuggets,"10 pc Chicken McNuggets Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
how much are 10 piece chicken mcnuggets,how much is a 10 piece mcnugget,10,0,0,McNuggets & Strips,10 pc Chicken McNuggets,product_variant,commercial,price_value,10 pc Chicken McNuggets - price value,item,https://mcdomenuusa.com/menu/mcnuggets-strips/10-pc-chicken-mcnuggets/,http://localhost/wordpress/menu/mcnuggets-strips/10-pc-chicken-mcnuggets/,http://localhost/wordpress/menu/mcnuggets-strips/10-pc-chicken-mcnuggets/,10 pc Chicken McNuggets Price USA,436,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9548,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=436&action=edit,,nuggets::10-pc-chicken-mcnuggets,"10 pc Chicken McNuggets Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
mac donald menus,mcdonald's food,10,75,0.32,Brand Core,McDonald's Menu,menu_hub,overview,overview_general,McDonald's Menu - overview general,hub,https://mcdomenuusa.com/menu/,http://localhost/wordpress/menu/,http://localhost/wordpress/menu/,McDonald's Full Menu USA,283,Menu hub page,Page editor + theme-rendered semantic layer,Retained or optimized on the main menu hub,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,12739,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=283&action=edit,,menu,"McDonald’s Full Menu USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@id"":""http://localhost/wordpr"
how much does a large fry from mcdonald's cost,how much is a large fry at mcdonald's,10,45,0.56,Fries & Sides,World Famous Fries Large,product_variant,commercial,price_value,World Famous Fries Large - price value,item,https://mcdomenuusa.com/menu/fries-sides/world-famous-fries-large/,http://localhost/wordpress/menu/fries-sides/world-famous-fries-large/,http://localhost/wordpress/menu/fries-sides/world-famous-fries-large/,World Famous Fries Large Price USA,449,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9542,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=449&action=edit,,sides::world-famous-fries-large,"World Famous Fries Large Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
calories in mcdonald's 10 piece nugget meal,mcdonald's 10 piece nugget calories,10,0,0,McNuggets & Strips,McNuggets & Strips,menu_guide,nutrition,nutrition_macros,McNuggets & Strips - nutrition macros,guide,https://mcdomenuusa.com/nuggets-and-strips/,http://localhost/wordpress/nuggets-and-strips/,http://localhost/wordpress/nuggets-and-strips/,McDonald's McNuggets & Strips Menu Prices USA,195,Support / guide page,Normal WordPress page editor,Seeded or retained on admin-editable guide/support page,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,12366,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=195&action=edit,nuggets-and-strips,,"McDonald’s McNuggets & Strips Menu Prices USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organizatio"
mcdonalds hamburger prices,how much is a hamburger at mcdonalds,10,55,0,Burgers,Hamburger,product_variant,commercial,price_value,Hamburger - price value,item,https://mcdomenuusa.com/menu/burgers-menu/hamburger/,http://localhost/wordpress/menu/burgers-menu/hamburger/,http://localhost/wordpress/menu/burgers-menu/hamburger/,Hamburger Price USA,416,Menu item template,Page editor + theme-rendered semantic layer,Added via item semantic template layer,Entity + intent semantic coverage,Primary entity is present and the page also carries matching intent signals,9442,No,No,Yes,Yes,200,http://localhost/wordpress/wp-admin/post.php?post=416&action=edit,,burgers::hamburger,"Hamburger Price USA | McDonald's Menu Prices USA {""@context"":""https://schema.org"",""@graph"":[{""@type"":[""Person"",""Organization""],""@"
